Name,Source,TF,CF,"Majestic BL","Majestic RD","Majestic Topics","Majestic Languages","Site Languages","Ahrefs DR","Ahrefs UR","Ahrefs RD","Ahrefs BL","Ahrefs Traffic","Ahrefs Positions","Ahrefs Cost","Moz DA","Moz PA",Age,"SZ Redirects","SZ Parked","SZ Active History","SZ Score","SZ Drops","Google Index","SEM Traffic","SEM Rank","SEM Keywords","Out Links Internal","Out Links External","Out Domains External","Date Added",Price,Expires
edudistan.com,"GoDaddy Auctions",10,8,570,80,"Reference/Education: 9
Business/Marketing and Advertising: 8","English: 65.4%
Spanish: 16.5%
Vietnamese: 4%
German: 3.6%
Portuguese: 2.4%
Russian: 2.1%
Romanian: 1.9%
Korean: 1.8%
French: 0.4%
Polish: 0.4%",,6,9,182,1683,0,0,0,31,35,21,6,0,19,,2,,5205,15,220,0,0,0,09/17/2022,$12,"09/27/2022 17:09:00"
kclubs.net,"GoDaddy Auctions",13,23,200469,180,"Recreation/Travel: 11
Recreation/Food: 11
Business/Industrial Goods and Services: 10
Business/Financial Services: 10
Business/Business Services: 10
Reference/Education: 10
Business: 10
Society/Transgender: 10
Sports/Hockey: 10
Arts/Music: 10","Thai: 99.7%
English: 0.2%","Thai: 96%
English: 3.9%",31,54,923,153913,33,75,0,52,42,2,1,0,2,,1,,18508,90,18491,22,127,102,09/17/2022,$12,"09/27/2022 18:37:00"
pmgsports.com,"GoDaddy Auctions",9,23,1526,81,"Sports/Water Sports: 8
Recreation: 8
Sports/Strength Sports: 6
Society/People: 5
Business/Transportation and Logistics: 4","English: 96.5%
Chinese: 2.1%
German: 0.1%
Norwegian: 0.1%
Finnish: 0.1%
Hungarian: 0.1%
Italian: 0.1%
Polish: 0.1%
Portuguese: 0.1%
Romanian: 0.1%","English: 100%",13,23,249,6308,116,420,2553,30,34,25,44,0,25,,0,,2013,111,1145,14,1,1,09/17/2022,$10,"09/27/2022 18:37:00"
trick7.com,"GoDaddy Auctions",10,19,2344,151,"Regional/Europe: 10
Computers/Internet/Web Design and Development: 8
Computers/Software/Internet: 6
Computers/Multimedia: 6
Computers/Internet/On the Web: 6
Computers/Internet: 6
Computers/Programming/Languages: 6
Computers/News and Media: 5
Computers/Programming/FAQs  Help  and Tutorials: 4","Japanese: 86.3%
English: 11.3%
Chinese: 1.4%
Greek: 0.3%
French: 0.2%
German: 0.1%
Armenian: 0.1%",,42,23,249,5303,0,0,0,35,32,20,7,0,20,,1,,2467,17,86,0,0,0,09/17/2022,$10,"09/26/2022 18:50:00"
seb4d.com,"GoDaddy Auctions",10,13,1064,122,"Arts/Photography: 10
Arts/Illustration: 9
Arts/Design: 7
Computers/Software/Desktop Customization: 6
Computers/Parallel Computing: 6
Computers/Software/Graphics: 6
Computers/Internet/Web Design and Development: 6
Games/Roleplaying: 5
Arts/Comics: 5
Home/Gardening: 4","English: 35.4%
French: 34.1%
Russian: 6.3%
German: 5.8%
Dutch: 5.7%
Italian: 2.9%
Czech: 1.9%
Chinese: 1.5%
Spanish: 1.4%
Swedish: 1.2%","Russian: 100%",40,34,232,1849,0,0,0,33,28,17,5,2,16,,3,,1482,4,14,0,0,0,09/17/2022,$12,"09/27/2022 20:23:00"
pearlbathbombs.com,"GoDaddy Auctions",10,30,751,187,"Home/Family: 10","English: 93.9%
Chinese: 3.1%
Vietnamese: 1.1%
Japanese: 0.8%
German: 0.2%
Dutch: 0.1%
French: 0.1%
Portuguese: 0.1%
Russian: 0.1%
Spanish: 0.1%","English: 100%",18,39,387,2305,4266,1797,185022,45,40,6,20,0,6,,0,,2852,133,2228,11,0,0,09/17/2022,$510,"09/27/2022 16:39:00"
bosai-girl.com,"GoDaddy Auctions",26,17,515,147,"Home: 26
Business/Marketing and Advertising: 12","Japanese: 95.5%
English: 3.6%
French: 0.4%
Burmese: 0.2%
Khmer: 0.2%","English: 99.7%
Japanese: 0.2%",38,40,227,829,0,0,0,36,38,9,1,0,9,,0,,1919,377,1729,6,0,0,09/17/2022,$15,"09/26/2022 18:59:00"
cookmixmingle.com,"GoDaddy Closeouts",9,10,194,32,"Home/Cooking: 8
Recreation/Travel: 8
Society/Law: 4","English: 95.6%
Spanish: 1.9%
Vietnamese: 0.7%
Catalan: 0.3%
French: 0.3%
Russian: 0.3%
Thai: 0.3%",,7,20,88,633,0,0,0,30,27,10,18,0,10,,0,,282,19,70,0,0,0,09/17/2022,$5,"09/22/2022 18:47:00"
onegai-ss.com,"GoDaddy Closeouts",9,7,226,44,"Games: 9
Recreation/Models: 5
Adult/Business: 5","Japanese: 88.1%
Chinese: 5.4%
Russian: 3.6%
English: 1.8%
Thai: 0.9%","Japanese: 100%",16,38,83,786,0,0,0,31,32,1,0,0,1,,0,,1006,0,1006,0,3,2,09/17/2022,$5,"09/22/2022 20:09:00"
johnortberg.com,"Namejet PreRelease",14,17,5361,291,"Society/Religion and Spirituality: 13
Society: 11
Society/People: 9
Reference/Dictionaries: 7
Society/Philanthropy: 7
News/Weblogs: 7
Society/Issues: 6
Arts/Literature: 6","English: 91.3%
Spanish: 4%
Russian: 3.4%
Dutch: 0.2%
Czech: 0.1%
Latin: 0.1%",,56,31,590,15092,0,0,0,42,39,17,41,0,16,,0,,25433,639,20617,0,0,0,09/17/2022,$273,"09/22/2022 18:00:00"
refinishingonline.com,"Namejet PreRelease",9,12,232,86,"Business: 9
Science/Environment: 5
Society/People: 5","English: 97.2%
Korean: 1.3%
Portuguese: 0.4%
Russian: 0.4%
Spanish: 0.4%",,13,20,192,1177,0,0,0,30,35,20,65,1,20,,0,,905,21,395,0,0,0,09/17/2022,$69,"09/22/2022 18:00:00"
ussportsmen.org,"Namejet PreRelease",30,23,13958,641,"Recreation/Outdoors: 30
Recreation/Pets: 18
Recreation/Guns: 17
Sports/Archery: 17
Recreation/Travel: 15
Recreation: 15
Society/Issues: 13
Regional/North America: 13","English: 99.3%
Spanish: 0.5%","English: 100%",46,27,924,23028,0,0,0,46,39,20,107,0,20,,1,,25055,91,324,0,1,1,09/17/2022,$69,"09/22/2022 18:00:00"
od4d.org,"Dynadot Expired",11,8,1540,59,"Computers/Internet/Domain Names: 10
Arts/Performing Arts: 9
Regional/Caribbean: 9
Society/Organizations: 9
Computers/Internet: 8
Computers/Internet/Web Design and Development: 7
Science/Environment: 6
Society/Religion and Spirituality: 6
Computers/Security: 5
Science/Social Sciences: 5","English: 72.6%
Portuguese: 25.6%
Spanish: 0.7%
German: 0.6%
Italian: 0.2%",,27,10,83,976,0,0,0,31,23,9,16,0,9,,2,,3178,53,63,0,0,0,09/17/2022,$13.99,"09/24/2022 10:01:00"
lespalier.com,"Namejet PreRelease",28,21,9696,439,"Recreation/Food: 28","English: 89.5%
Russian: 5.9%
Chinese: 1.3%
Persian: 0.7%
French: 0.6%
Japanese: 0.5%
Spanish: 0.4%
Latin: 0.4%
Hindi: 0.1%",,39,35,723,8993,0,0,0,47,41,25,0,0,24,,0,,6519,537,717,0,0,0,09/17/2022,$69,"09/22/2022 18:00:00"
somosmac.com,"Namejet PreRelease",9,12,570,83,"Society/People: 9
Computers/Security: 7
Arts/Literature: 7
Business: 6
Computers/News and Media: 4","Spanish: 93.7%
English: 6%
Catalan: 0.1%
German: 0.1%",,5,21,308,5433,0,0,0,30,34,14,31,1,14,,3,,2121,78,566,0,0,0,09/17/2022,$79,"09/22/2022 18:00:00"
michenermuseum.org,"Namejet PreRelease",28,27,5026,433,"Reference/Museums: 28
Arts/Photography: 20
Society/Law: 15
Business/Business Services: 15
Arts: 13
Recreation/Outdoors: 13
Arts/Organizations: 13
Business/Consumer Goods and Services: 12
Arts/Music: 12","English: 97%
German: 1%
Russian: 0.7%
Italian: 0.4%
Portuguese: 0.2%
French: 0.1%","English: 99.9%",44,27,985,6265,0,0,0,49,38,20,74,0,20,,0,,39954,169,1705,13,5,0,09/17/2022,$69,"09/22/2022 18:00:00"
powderriverpizza.com,"DropCatch PreRelease",13,11,25,13,"Recreation/Travel: 13
Business/Transportation and Logistics: 9
Regional/North America: 8
Society/Government: 6","English: 100%",,4,0,34,121,,,,32,28,,,,,,0,,47,29,29,0,1,1,09/17/2022,,"09/27/2022 21:22:00"
royalpetsupplies.com,"Dynadot Expired",23,12,832,316,"Business/Consumer Goods and Services: 23","English: 99.7%
Serbian: 0.1%
Turkish: 0.1%",,7,15,93,2201,0,5,0,36,37,18,45,0,17,,0,,3686,152,3319,0,0,0,09/17/2022,$40,"09/23/2022 12:00:00"
allby.tv,"Dynadot Expired",11,8,121,44,"Regional/Europe: 11
Recreation/Food: 6
News: 6","Russian: 67%
English: 20.2%
Belarusian: 10.9%
Kazakh: 1.7%",,14,20,124,508,0,0,0,30,33,4,1,0,4,,,,620,111,620,0,0,0,09/17/2022,$29.99,"09/23/2022 13:12:00"
creativetours-morocco.com,"Dynadot Expired",10,27,11294,336,"Arts/Literature: 9
Computers/Internet/Web Design and Development: 8
Business: 8
Regional/Europe: 8
News/Newspapers: 8
Business/Real Estate: 7
Home/Consumer Information: 7
Reference/Education: 7
Society/People: 6
News/Journalism: 5","English: 47.6%
Portuguese: 8.2%
Italian: 7.8%
Spanish: 7.6%
French: 6.3%
Indonesian: 3.4%
Russian: 2.6%
Japanese: 1.8%
Dutch: 1.8%
Swedish: 1.5%","English: 100%",42,23,668,22881,0,0,0,35,35,18,13,0,17,,2,,17294,15,857,0,0,0,09/17/2022,$14.99,"09/24/2022 11:06:00"
a-yaneura.com,"Dynadot Expired",10,16,2104,248,"Arts/Visual Arts: 10
Arts/Movies: 7
Business: 6
Recreation: 5
Business/Construction and Maintenance: 5
Regional/Europe: 4
Recreation/Travel: 4","English: 91.6%
Japanese: 4.4%
Latin: 0.9%
Russian: 0.9%
German: 0.3%
Italian: 0.2%
Polish: 0.1%
Turkish: 0.1%
Spanish: 0.1%
Dutch: 0.1%",,31,29,2334,459398,0,15,0,30,35,14,1,3,12,,2,,182208,13,180195,0,1,1,09/17/2022,$14.99,"09/24/2022 11:36:00"
animetv4u.com,"Namecheap Auctions",11,32,56556,558,"Science/Social Sciences: 11
Recreation/Travel: 8
Games/Video Games/Developers and Publishers: 6
Health/Mental Health: 6
Shopping/Sports: 5
Computers/Programming/Languages: 5
Arts: 5
Business/Agriculture and Forestry: 5","English: 71%
Arabic: 11.2%
Japanese: 9.1%
Russian: 1.7%
Czech: 1.4%
Spanish: 1.3%
French: 0.9%
Italian: 0.4%
Thai: 0.4%
Polish: 0.4%","English: 100%",20,56,1815,1348537,58,34,0,30,32,1,0,0,1,,0,,29085916,1077,29084983,79,0,0,09/17/2022,$15,"10/02/2022 16:00:00"
ar-gedour-mag.com,"Namecheap Auctions",12,12,694,54,"Society/Politics: 12
Society/Religion and Spirituality: 10
Society/People: 8
Society/Folklore: 7
Society/Law: 7
Computers/Internet/On the Web: 6
Arts/Online Writing: 6
Regional/Europe: 6
Health/Animal: 6","French: 94.1%
Breton: 4.1%
English: 1.4%
Portuguese: 0.2%",,,,,,0,3,0,31,22,,,,,,2,,17658,21,35,0,0,0,09/17/2022,$15,"10/02/2022 16:00:00"
cmgames.io,"Namecheap Auctions",10,17,3911,428,"Business/Publishing and Printing: 9
Computers/Programming/Languages: 9
Society/Politics: 8
Science/Science in Society: 6
News/Weblogs: 6
Society/History: 6
News/Newspapers: 6
Computers/Internet/On the Web: 6
Society/Law: 6
Society/Religion and Spirituality: 5","English: 90.4%
Chinese: 3.8%
French: 1.7%
Spanish: 0.6%
Swedish: 0.6%
Portuguese: 0.5%
Russian: 0.3%
Polish: 0.2%
German: 0.2%
Czech: 0.2%",,26,46,1163,71656,7332,5663,322503,36,44,3,5,0,3,,,,467493,69,467441,0,0,0,09/17/2022,$16,"10/02/2022 16:00:00"
wackenhut.com,"Namejet PreRelease",26,18,3905,269,"Business/Business Services: 26","English: 71.6%
Spanish: 12.2%
Chinese: 6.2%
Russian: 5.3%
French: 1.3%
Japanese: 1.2%
Italian: 0.4%
Persian: 0.3%
Latin: 0.2%
Vietnamese: 0.2%",,19,27,321,1545,0,1,0,40,36,26,37,2,26,,0,4,3127,467,640,0,0,0,09/18/2022,$69,"09/24/2022 18:00:00"
cultistzine.com,"Namejet PreRelease",9,16,7259,72,"Society/People: 9
News/Media Industry: 7
Society/Religion and Spirituality: 7","English: 99.5%
Dutch: 0.1%","English: 100%",18,13,153,7354,0,0,0,36,30,9,17,0,8,,0,0,471,5,28,2,16,2,09/18/2022,$69,"09/24/2022 18:00:00"
ejobs.org,"Namejet PreRelease",29,21,4785,629,"Science/Environment: 29
Reference/Education: 15
Arts/Movies: 13
Society/Philanthropy: 12
Society/Disabled: 11","English: 74.4%
Russian: 21.4%
Japanese: 0.8%
Spanish: 0.7%
Dutch: 0.5%
Polish: 0.4%
French: 0.4%
Latin: 0.3%
Turkish: 0.1%
Italian: 0.1%",,38,24,437,2375,0,0,0,36,38,0,0,0,0,,0,0,21195,98,140,0,0,0,09/18/2022,$69,"09/24/2022 18:00:00"
ken-a-vision.com,"Namejet PreRelease",14,13,464,87,"Science/Instruments and Supplies: 14
Reference/Education: 12
Science/Methods and Techniques: 6","English: 94.9%
Chinese: 2.1%
Malay: 1.3%
Finnish: 0.4%
Japanese: 0.4%
French: 0.2%
German: 0.2%
Russian: 0.2%",,29,27,183,1268,0,1,0,30,34,23,80,0,23,,0,29,769,66,416,0,0,0,09/18/2022,$69,"09/24/2022 18:00:00"
pejmanesque.com,"Namejet PreRelease",18,23,17610,169,"Science/News and Media: 17
Society/Law: 16
Society/Politics: 14
Society/Issues: 13
News/Weblogs: 13
Society/Subcultures: 12
Society/People: 11
News/Analysis and Opinion: 10
News/Media Industry: 10
Computers/History: 9","English: 99.9%","English: 100%",17,26,641,258378,0,0,0,36,34,17,14,0,10,,3,2,23400,75,77,1,0,0,09/18/2022,$79,"09/24/2022 18:00:00"
testwebcam.com,"Namejet PreRelease",11,15,4877,378,"Regional/North America: 11
Society: 5","Vietnamese: 90.3%
English: 4.9%
French: 1.4%
German: 0.9%
Russian: 0.4%
Danish: 0.3%
Croatian: 0.3%
Romanian: 0.1%
Italian: 0.1%
Greek: 0.1%",,42,27,185,4030,0,0,0,33,37,12,0,2,12,,3,0,796,122,175,0,0,0,09/18/2022,$69,"09/24/2022 18:00:00"
theonlineticketshop.com,"Namejet PreRelease",12,12,359,81,"Sports/Soccer: 12
Shopping/Sports: 7
Recreation/Travel: 6
Society/Law: 5","English: 73.3%
Russian: 6.8%
German: 6.1%
Thai: 3.8%
Spanish: 2.8%
French: 1.2%
Polish: 1.1%
Danish: 1.1%
Vietnamese: 0.5%
Latin: 0.4%",,4,18,556,9877,0,0,0,30,32,17,130,7,17,,3,1,7698,11,897,0,0,0,09/18/2022,$79,"09/24/2022 18:00:00"
cesarius.net,"Namecheap Auctions",10,15,3774,172,"News/Weblogs: 10
Computers/Software/Operating Systems: 9
Computers/Security: 5
Science/Environment: 5","Spanish: 88.4%
Portuguese: 4.9%
English: 3%
Catalan: 2.8%
Galician: 0.2%
Polish: 0.1%",,9,29,579,24183,0,0,0,38,39,16,62,0,16,,1,4,4894,267,1160,0,0,0,09/18/2022,$15,"10/04/2022 16:00:00"
pdfcache.com,"Namecheap Auctions",12,16,560,78,"Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7","English: 95.3%
Japanese: 3.2%
French: 0.7%
German: 0.3%
Spanish: 0.3%","English: 100%",,,,,3,105,107,58,39,,,,,,6,68,1966,180,1955,40,1,1,09/18/2022,$15,"10/04/2022 16:00:00"
silverex.info,"Namecheap Auctions",14,19,2278,183,"Computers/Internet/Chat: 14
Society/People: 10
Computers/Programming/Languages: 9
Games/Roleplaying: 9
Science/Math: 7
Computers/Software/Operating Systems: 6
Arts/Music: 6","English: 62.1%
French: 20.4%
German: 3.5%
Finnish: 2.7%
Vietnamese: 2.2%
Polish: 1.4%
Arabic: 1.2%
Kurdish: 1%
Russian: 1%
Lithuanian: 0.7%","German: 45.8%
English: 25%
Dutch: 16.6%
Italian: 4.1%
Norwegian: 4.1%
Spanish: 4.1%",28,31,373,4240,0,1,0,31,35,18,123,2,17,,,4,2586,70,645,3,0,0,09/18/2022,$15,"10/04/2022 16:00:00"
viagraonline-4rxpharmacy.com,"Namecheap Auctions",17,21,43043,294,"Regional/Asia: 17
Recreation/Aviation: 11","Spanish: 37.7%
English: 27.2%
Vietnamese: 18.9%
Polish: 3.8%
French: 3%
Portuguese: 2.7%
Japanese: 2.5%
German: 1.1%
Italian: 1.1%
Swedish: 0.3%",,42,48,443,39285,0,0,0,34,47,6,14,0,6,,5,1,5899,5813,5899,0,0,0,09/18/2022,$15,"10/04/2022 16:00:00"
aboutaustria.org,"Pending Delete",25,18,62549,180,"Recreation/Travel: 25
Science/Social Sciences: 12","English: 99.4%
Portuguese: 0.1%
Dutch: 0.1%","English: 100%",26,20,1452,8508,0,0,0,34,30,20,51,0,20,,2,3,2999,49,81,0,0,0,09/19/2022,,"09/22/2022 17:45:00"
adapazarieskort.com,"Pending Delete",17,19,1252081,315,"Health/Addictions: 16
News/Newspapers: 14
Regional/Europe: 13
Reference/Education: 13
World/Bahasa Indonesia: 12
Home/Gardening: 10
Sports/Soccer: 9
Recreation/Travel: 9
Science/Agriculture: 8
Computers/Internet/News and Media: 7","Turkish: 93.3%
Arabic: 2.5%
Albanian: 1.7%
Malayalam: 0.7%
Portuguese: 0.5%
Czech: 0.3%
English: 0.1%
Persian: 0.1%
Russian: 0.1%",,27,45,448,330715,0,0,0,30,38,1,0,0,1,,1,4,6007902,6008702,6007857,0,0,0,09/19/2022,,"09/22/2022 17:45:00"
businesstravelcoalition.com,"Pending Delete",10,16,853,279,"Computers/Internet: 10
News/Magazines and E-zines: 8
Business/News and Media: 6","English: 98.2%
French: 0.4%
Spanish: 0.4%
Dutch: 0.3%
German: 0.2%
Finnish: 0.1%
Portuguese: 0.1%",,37,30,318,1029,0,0,0,46,37,13,0,0,13,,2,2,1289,220,489,0,0,0,09/19/2022,,"09/22/2022 17:45:00"
altavelocidad.org,"Pending Delete",23,13,407,69,"Recreation/Trains and Railroads: 23
Business/Transportation and Logistics: 15","Spanish: 53.3%
Catalan: 18.7%
Czech: 9%
English: 5.5%
French: 4.8%
German: 2%
Italian: 1.5%
Slovak: 0.9%
Galician: 0.6%
Japanese: 0.6%","English: 100%",8,15,204,4936,0,0,0,33,29,18,0,0,18,,2,0,2353,19,105,0,1,1,09/19/2022,,"09/22/2022 17:45:00"
drollthings.com,"Pending Delete",9,8,280,38,"Science/Social Sciences: 9
Arts/Visual Arts: 4
Recreation/Roads and Highways: 2","English: 62.8%
German: 21.5%
Spanish: 8.2%
Portuguese: 4.1%
Finnish: 2.2%
Russian: 0.9%",,21,9,107,2809,0,0,0,33,25,12,37,0,12,,2,6,695,15,49,0,0,0,09/19/2022,,"09/22/2022 17:45:00"
corribsos.com,"Pending Delete",17,18,8490,119,"Society/Issues: 17
Society/Politics: 11
Society: 10
Regional/Europe: 8
Arts/Literature: 8","English: 98.1%
German: 0.7%
Dutch: 0.5%
Slovak: 0.1%","Japanese: 100%",16,15,260,31163,0,0,0,32,30,17,0,0,17,,3,0,17543,40,424,0,3,2,09/19/2022,,"09/22/2022 17:45:00"
elcadenazo.com,"Pending Delete",12,16,47320,117,"Society/People: 11
Society/Religion and Spirituality: 11
Society/Politics: 10
Society/Law: 9
Health/Animal: 8
Home/Gardening: 8
Regional/Europe: 8
Computers/Internet/On the Web: 8
Arts/Online Writing: 8
Health/Medicine: 8","Spanish: 98.3%
French: 0.8%
English: 0.7%","Spanish: 80.8%
English: 19.1%",14,26,718,50513,0,11,0,36,37,8,1,0,8,,1,2850,6941,958,6934,64,12,11,09/19/2022,,"09/22/2022 17:45:00"
incoartists.com,"Pending Delete",17,15,373,86,"Shopping/Visual Arts: 16
Arts/Visual Arts: 14","English: 52.8%
Japanese: 12.6%
French: 7.7%
Dutch: 6.9%
German: 6.2%
Russian: 4.4%
Slovak: 3.1%
Latvian: 2.3%
Italian: 1.2%
Spanish: 1.2%","English: 100%",42,21,161,1455,0,0,0,31,26,10,6,1,10,,2,4,690,10,93,0,1,1,09/19/2022,,"09/22/2022 17:45:00"
lionsgate-ent.com,"Pending Delete",22,16,218,68,"Arts/Movies: 22
Arts/Animation: 11
Arts/Performing Arts: 10
Arts/Music: 10","English: 79.6%
Italian: 6.6%
French: 3.1%
Russian: 3.1%
Romanian: 2.3%
Portuguese: 1.5%
German: 1.1%
Spanish: 1.1%
Danish: 0.3%
Japanese: 0.3%","Chinese: 99.9%",13,10,103,461,0,0,0,35,23,22,0,0,22,,5,774,509,3,6,102,0,0,09/19/2022,,"09/22/2022 17:45:00"
manual-removal.com,"Pending Delete",10,11,460,94,"Computers/Data Formats: 10
Computers/Software/Operating Systems: 5","English: 63.4%
Portuguese: 21.1%
Czech: 4.7%
French: 4.5%
Spanish: 1.5%
Greek: 0.9%
Italian: 0.9%
Russian: 0.9%
Dutch: 0.6%
Finnish: 0.4%","Russian: 100%",16,19,160,926,9,131,0,36,35,9,10,0,9,,1,103,705,49,702,0,4,1,09/19/2022,,"09/22/2022 17:45:00"
nadiavstheworld.com,"Pending Delete",9,13,1006,86,"Business/Publishing and Printing: 9","Polish: 98.3%
English: 1.5%",,10,31,151,1596,0,0,0,30,34,0,0,0,0,,1,0,637,425,559,0,0,0,09/19/2022,,"09/22/2022 17:45:00"
ranobeclub.com,"Pending Delete",10,11,564,35,"Arts/Online Writing: 10
Reference/Libraries: 8
Arts/Literature: 7
Society/Philosophy: 6
Arts/Music: 5
Computers/Internet/Web Design and Development: 5
Arts/Movies: 5
Recreation/Travel: 5
Arts/Animation: 5
Society/Religion and Spirituality: 5","Russian: 91.1%
English: 5.5%
Danish: 2.8%
Ukrainian: 0.3%",,,,,,0,0,0,30,31,,,,,,1,0,2663,779,2137,0,0,0,09/19/2022,,"09/22/2022 17:45:00"
rebelart.net,"Pending Delete",28,23,101276,1020,"Arts/Magazines and E-zines: 28
Society/Issues: 16
Arts/Digital: 16
Games/Video Games/Adventure: 15
Society/People: 13
Science/Social Sciences: 12
Computers/Robotics: 11","German: 56.5%
English: 39.1%
Spanish: 2.6%
French: 1%
Russian: 0.1%
Dutch: 0.1%","English: 100%",43,35,1604,152948,0,0,0,45,45,20,0,0,19,,3,1,15640,353,3326,0,0,0,09/19/2022,,"09/22/2022 17:45:00"
withoutaprescription.net,"Pending Delete",12,25,38301,2078,"Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7
Recreation/Boating: 6","English: 86%
Portuguese: 3%
German: 2.7%
Indonesian: 1.8%
Russian: 1.1%
Polish: 0.9%
Hungarian: 0.7%
Vietnamese: 0.6%
Danish: 0.5%
Japanese: 0.3%",,25,47,818,2137,0,0,0,59,52,13,0,0,11,,9,0,636006,1029,1739,0,1,1,09/19/2022,,"09/22/2022 17:45:00"
vintageous.com,"Pending Delete",26,17,4110,186,"Shopping/Antiques and Collectibles: 26
Arts/Costumes: 16
Business: 13","Spanish: 65.2%
English: 28.1%
French: 3.2%
Polish: 2.2%
Russian: 0.2%
Slovak: 0.1%
Dutch: 0.1%
Hungarian: 0.1%",,25,28,688,25798,0,0,0,37,40,21,0,0,21,,3,0,4670,586,781,0,0,0,09/19/2022,,"09/22/2022 17:45:00"
astrids-rabat-shoes.com,"Namejet PreRelease",12,10,38,11,"Regional/North America: 12
News/Newspapers: 7
Home/Family: 6
Computers/Open Source: 5
Computers/Internet: 5","English: 97.3%
Chinese: 2.6%",,2,0,36,75,,,,31,26,,,,,,0,3,62,20,25,0,0,0,09/20/2022,$69,"09/25/2022 18:00:00"
greentracks.com,"Namejet PreRelease",25,16,3905,181,"Recreation/Travel: 25
Science/Biology: 14
Sports/Cycling: 12
Home/Cooking: 11
Society/Government: 10
Recreation/Birding: 10
News/Media Industry: 10","English: 81.2%
Spanish: 9.9%
Persian: 3.7%
Japanese: 3.1%
Dutch: 0.6%
French: 0.4%
Latin: 0.1%
Czech: 0.1%","English: 100%",22,17,341,6812,0,0,0,35,36,24,4,0,24,,0,3,3305,33,113,0,0,0,09/20/2022,$69,"09/25/2022 18:00:00"
musiclab.net,"Namejet PreRelease",22,14,138,38,"Business/Arts and Entertainment: 22","English: 100%",,9,13,122,2248,0,0,0,34,29,24,43,0,23,,0,0,196,16,41,0,0,0,09/20/2022,$69,"09/25/2022 18:00:00"
tresquintos.com,"DropCatch PreRelease",18,13,1388,41,"Society: 18","Spanish: 97.5%
English: 2.3%
French: 0.1%",,8,11,62,2741,0,0,0,32,26,16,37,0,13,,4,1,209,5,44,0,1,1,09/19/2022,,"09/29/2022 22:44:42"
7dnews.com,"Dynadot Expired",13,12,786,314,"Society/Issues: 13
Science/Environment: 12
Society/Law: 10
Recreation/Travel: 9
News/Media Industry: 7
Society/Politics: 7
News/Weblogs: 6
Science/Social Sciences: 6
Society/Organizations: 6","English: 77.7%
German: 3.9%
Romanian: 3%
Arabic: 2.9%
Spanish: 2.9%
French: 1.7%
Russian: 1.4%
Amharic: 0.9%
Turkish: 0.7%
Ukrainian: 0.6%",,37,30,601,2739,0,0,0,42,38,13,19,0,13,,3,1,3799,568,3665,0,0,0,09/19/2022,$10000,"09/26/2022 05:23:00"
bloxode.com,"DropCatch Dropped",13,17,31207,804,"World/Français: 12
Arts/Animation: 11
Computers/Internet/On the Web: 11
Recreation: 8
Sports/Soccer: 8
Society/Religion and Spirituality: 7
News/Journalism: 7
Arts/Crafts: 7
Regional/Europe: 7
Arts/Movies: 7","French: 93.7%
English: 4.4%
Japanese: 0.5%
Polish: 0.3%
German: 0.2%
Spanish: 0.1%
Dutch: 0.1%",,28,17,1708,80646,0,0,0,49,37,18,117,2,17,,2,46,100268,8,48,0,0,0,09/19/2022,$65,"09/22/2022 22:44:42"
challengestodemocracy.us,"Namecheap Auctions",9,14,634,55,"Arts/Television: 9
Arts/Movies: 8
Reference/Bibliography: 7
Society/Politics: 7
Society/People: 6
Arts/Graphic Design: 6
Reference/Education: 5
Science/Environment: 5
Arts/Weblogs: 5
Computers/Graphics: 5","English: 98.5%
Spanish: 0.6%
Ukrainian: 0.6%
Finnish: 0.1%",,20,18,92,780,0,0,0,34,25,9,5,0,7,,,1,1012,78,121,0,1,1,09/19/2022,$15,"10/04/2022 16:00:00"
redesigningreality.com,"DropCatch PreRelease",10,25,1093,83,"Society/Paranormal: 10
Society/Issues: 9
Health/Alternative: 6
Society/Politics: 5
Science/Anomalies and Alternative Science: 5
Science/Technology: 4","English: 98.7%
Italian: 0.4%
Portuguese: 0.3%
French: 0.1%
Greek: 0.1%",,9,35,133,1494,0,0,0,32,33,4,0,0,4,,1,1,106629,53083,106500,0,1,1,09/19/2022,,"09/29/2022 22:44:42"
accessoryo.com,"Pending Delete",9,14,448,90,"Computers/Internet/Searching: 9
Recreation/Travel: 5
Business: 5
News/Magazines and E-zines: 5
Arts/Music: 4
Reference/Education: 4
Arts/Visual Arts: 4
Business/Education and Training: 4
Business/Transportation and Logistics: 4
Shopping/Home and Garden: 4","English: 96.7%
Croatian: 1.5%
Russian: 0.7%
German: 0.4%
Italian: 0.1%
Dutch: 0.1%
French: 0.1%",,14,19,181,886,0,0,0,34,30,11,80,0,11,,1,0,2548,27,70,0,0,0,09/20/2022,,"09/23/2022 17:45:00"
avtomaty-lucks.com,"Pending Delete",10,15,68,30,"Society/Activism: 10
Recreation/Pets: 7
Computers/Mobile Computing: 6","Russian: 98.2%
English: 1.7%","English: 66.6%
German: 33.3%",4,0,63,296,0,0,0,30,20,1,0,0,1,,1,0,192,0,2,1,0,0,09/20/2022,,"09/23/2022 17:45:00"
